tegund,argerd,aflgjafi,akstur,skipting,verd,aldur
HYUNDAI I30,2008-06-01,Bensín,194000,Sjálfskipting,480000,11.087671232876712
HYUNDAI SANTA FE,2005-03-01,Bensín,265000,Sjálfskipting,480000,14.342465753424657
HYUNDAI SANTA FE,2002-06-01,Bensín,201000,Sjálfskipting,480000,17.09315068493151
KIA SORENTO,2004-07-01,Bensín,196000,Beinskipting,480000,15.008219178082191
MERCEDES-BENZ C 200 KOMPRESSOR,2000-10-01,Bensín,148000,Sjálfskipting,480000,18.75890410958904
MITSUBISHI COLT,2007-04-01,Bensín,176000,Sjálfskipting,480000,12.257534246575343
NISSAN TERRANO,2003-01-01,Dísel,199000,Sjálfskipting,480000,16.506849315068493
RENAULT KANGOO,2011-10-01,Dísel,167000,Beinskipting,480000,7.7534246575342465
RENAULT KANGOO,2011-03-01,Dísel,165000,Beinskipting,480000,8.33972602739726
SSANGYONG MUSSO,2001-07-01,Bensín,222000,Sjálfskipting,480000,18.01095890410959
SUBARU LEGACY,2005-02-01,Bensín,247000,Sjálfskipting,480000,14.419178082191781
SUZUKI JIMNY,2006-05-01,Bensín,227000,Beinskipting,480000,13.175342465753424
SUZUKI GRAND VITARA XL-7,2001-08-01,Bensín,240000,Sjálfskipting,480000,17.926027397260274
TOYOTA AVENSIS,2005-07-01,Bensín,184000,Beinskipting,480000,14.008219178082191
VW TOURAN METAN,2008-05-01,Bensín/Metan,153000,Beinskipting,480000,11.172602739726027
VW GOLF,2005-04-01,Bensín,203000,Sjálfskipting,480000,14.257534246575343
VW GOLF,2007-05-01,Bensín,151000,Beinskipting,480000,12.175342465753424
VW TOUAREG,2004-02-01,Dísel,320000,Sjálfskipting,480000,15.421917808219177
MAZDA 5,2008-08-01,Bensín,215000,Sjálfskipting,489000,10.92054794520548
AUDI A3,2005-02-01,Bensín,200000,Sjálfskipting,490000,14.419178082191781
BMW 318 IA,2001-09-01,Bensín,260000,Sjálfskipting,490000,17.84109589041096
CHEVROLET SPARK,2010-06-01,Bensín,186000,Beinskipting,490000,9.087671232876712
CHEVROLET KALOS SE,2005-07-01,Bensín,189000,Beinskipting,490000,14.008219178082191
CHRYSLER PT CRUISER,2003-07-01,Bensín,117000,Sjálfskipting,490000,16.01095890410959
CHRYSLER LHS,1993-01-01,Bensín,140000,Sjálfskipting,490000,26.512328767123286
CITROEN BERLINGO,2006-10-01,Bensín,143000,Beinskipting,490000,12.756164383561643
DAEWOO MUSSO WAGON,1999-08-01,Dísel,215000,Sjálfskipting,490000,19.92876712328767
DODGE STRATUS SE 2DR,2004-01-01,Bensín,90000,Sjálfskipting,490000,15.506849315068493
DODGE STRATUS SE,2002-09-01,Bensín,175000,Sjálfskipting,490000,16.84109589041096
FORD FOCUS,2008-06-01,Bensín,163000,Beinskipting,490000,11.087671232876712
FORD ESCAPE XLT,2003-12-01,Bensín,225000,Sjálfskipting,490000,15.591780821917808
FORD FIESTA,2008-08-01,Dísel,175000,Beinskipting,490000,10.92054794520548
FORD ESCAPE XLT CHOICE,2005-06-01,Bensín,140000,Sjálfskipting,490000,14.09041095890411
FORD KA,2013-03-01,Bensín,97000,Beinskipting,490000,6.336986301369863
FORD FOCUS,2006-02-01,Bensín,153000,Sjálfskipting,490000,13.419178082191781
FORD FOCUS,2006-02-01,Bensín,153000,Sjálfskipting,490000,13.419178082191781
FORD MONDEO,2006-11-01,Bensín,123000,Sjálfskipting,490000,12.67123287671233
FORD ESCAPE XLS 4DR,2005-08-01,Bensín,130000,Sjálfskipting,490000,13.923287671232877
FORD FOCUS,2008-06-01,Bensín,174000,Beinskipting,490000,11.087671232876712
FORD FOCUS,2004-04-01,Bensín,200000,Sjálfskipting,490000,15.257534246575343
FORD FOCUS,2007-07-01,Bensín,170000,Sjálfskipting,490000,12.008219178082191
FORD FOCUS C-MAX,2006-01-01,Bensín,151000,Sjálfskipting,490000,13.504109589041096
FORD FOCUS,2005-06-01,Bensín,150000,Beinskipting,490000,14.09041095890411
FORD ESCAPE LIMITED,2003-01-01,Bensín,203000,Sjálfskipting,490000,16.506849315068493
HONDA JAZZ,2006-06-01,Bensín,151000,Sjálfskipting,490000,13.09041095890411
HONDA CR-V,2003-06-01,Bensín,214000,Sjálfskipting,490000,16.09315068493151
HONDA CR-V,2005-04-01,Bensín,206000,Sjálfskipting,490000,14.257534246575343
HONDA ACCORD SEDAN,2006-06-01,Bensín,220000,Beinskipting,490000,13.09041095890411
HONDA CR-V ES,2005-06-01,Bensín,244000,Sjálfskipting,490000,14.09041095890411
HYUNDAI TUCSON,2005-10-01,Bensín,146000,Sjálfskipting,490000,13.756164383561643
HYUNDAI SANTA FE,2006-04-01,Dísel,220000,Sjálfskipting,490000,13.257534246575343
HYUNDAI TUCSON,2010-06-01,Bensín,236000,Beinskipting,490000,9.087671232876712
HYUNDAI SANTA FE,2005-06-01,Bensín,184000,Beinskipting,490000,14.09041095890411
HYUNDAI SANTA FE,2005-09-01,Dísel,251000,Sjálfskipting,490000,13.838356164383562
HYUNDAI SANTA FE,2006-02-01,Bensín,225000,Sjálfskipting,490000,13.419178082191781
HYUNDAI I10,2010-10-01,Bensín,97000,Beinskipting,490000,8.753424657534246
HYUNDAI SANTA FE,2005-08-01,Dísel,295000,Sjálfskipting,490000,13.923287671232877
HYUNDAI TRAJET,2006-08-01,Bensín,206000,Beinskipting,490000,12.923287671232877
HYUNDAI TRAJET,2007-05-01,Bensín,215000,Sjálfskipting,490000,12.175342465753424
HYUNDAI TUCSON,2005-10-01,Bensín,228000,Sjálfskipting,490000,13.756164383561643
HYUNDAI TUCSON,2008-06-01,Bensín,211000,Sjálfskipting,490000,11.087671232876712
HYUNDAI SANTA FE,2005-06-01,Dísel,198000,Sjálfskipting,490000,14.09041095890411
HYUNDAI GETZ,2008-06-01,Bensín,161000,Beinskipting,490000,11.087671232876712
HYUNDAI SANTA FE,2003-02-01,Bensín,202000,Sjálfskipting,490000,16.421917808219177
JEEP GRAND CHEROKEE OVERLAND LIMITED,2003-03-01,Bensín,214000,Sjálfskipting,490000,16.345205479452055
JEEP GRAND CHEROKEE LIMITED,2000-01-01,Bensín,195000,Sjálfskipting,490000,19.50958904109589
KIA SORENTO EX,2004-04-01,Dísel,234000,Sjálfskipting,490000,15.257534246575343
KIA PICANTO,2004-10-01,Bensín,108000,Sjálfskipting,490000,14.756164383561643
MAZDA 5 MPH,2008-06-01,Bensín,169000,Beinskipting,490000,11.087671232876712
MAZDA 3,2006-11-01,Bensín,240000,Beinskipting,490000,12.67123287671233
MAZDA 5,2008-08-01,Bensín,215000,Sjálfskipting,490000,10.92054794520548
MAZDA 2,2008-01-01,Bensín,187000,Beinskipting,490000,11.504109589041096
MAZDA PREMACY,2002-07-01,Bensín,114000,Sjálfskipting,490000,17.01095890410959
MERCEDES-BENZ ML 320,2001-11-01,Bensín,200000,Sjálfskipting,490000,17.673972602739727
MITSUBISHI PAJERO,1987-11-01,Bensín,244000,Beinskipting,490000,31.684931506849313
MITSUBISHI PAJERO,2001-04-01,Dísel,326000,Sjálfskipting,490000,18.26027397260274
MITSUBISHI PAJERO SPORT,2004-02-01,Bensín,221000,Sjálfskipting,490000,15.421917808219177
MITSUBISHI PAJERO,2000-05-01,Dísel,300000,Sjálfskipting,490000,19.17808219178082
MITSUBISHI PAJERO,1996-02-01,Dísel,340000,Beinskipting,490000,23.427397260273974
MITSUBISHI OUTLANDER COMFORT,2005-12-01,Bensín,187000,Beinskipting,490000,13.58904109589041
MITSUBISHI OUTLANDER,2003-11-01,Bensín,235000,Beinskipting,490000,15.673972602739726
MITSUBISHI MONTERO LTD,2002-11-01,Bensín,192000,Sjálfskipting,490000,16.673972602739727
MITSUBISHI L200 DOUBLE CAB GLS,2000-02-01,Dísel,325000,Beinskipting,490000,19.424657534246574
MITSUBISHI PAJERO,2000-05-01,Bensín,270000,Sjálfskipting,490000,19.17808219178082
NISSAN X-TRAIL,2005-12-01,Bensín,173000,Sjálfskipting,490000,13.58904109589041
NISSAN X-TRAIL,2006-07-01,Bensín,201000,Sjálfskipting,490000,13.008219178082191
NISSAN MICRA,2012-05-01,Bensín,112000,Sjálfskipting,490000,7.16986301369863
NISSAN MURANO,2005-11-01,Bensín,327000,Sjálfskipting,490000,13.67123287671233
NISSAN X-TRAIL,2003-10-01,Bensín,205000,Sjálfskipting,490000,15.758904109589041
NISSAN ALMERA ACENTA,2003-10-01,Bensín,137000,Sjálfskipting,490000,15.758904109589041
"OPEL ASTRA 1,6",2008-06-01,Bensín,146000,Beinskipting,490000,11.087671232876712
OPEL CORSA,2008-06-01,Bensín,195000,Beinskipting,490000,11.087671232876712
PEUGEOT 207,2006-11-01,Dísel,192000,Beinskipting,490000,12.67123287671233
PEUGEOT 206+,2012-05-01,Bensín,134000,Beinskipting,490000,7.16986301369863
PEUGEOT 207,2007-07-01,Bensín,103000,Beinskipting,490000,12.008219178082191
PEUGEOT 206+,2012-05-01,Bensín,134000,Beinskipting,490000,7.16986301369863
PEUGEOT 207,2006-07-01,Dísel,142000,Beinskipting,490000,13.008219178082191
PEUGEOT 407,2005-08-01,Bensín,120000,Sjálfskipting,490000,13.923287671232877
RENAULT MEGANE,2008-09-01,Dísel,145000,Sjálfskipting,490000,10.835616438356164
RENAULT MEGANE,2008-09-01,Dísel,154000,Sjálfskipting,490000,10.835616438356164
"RENAULT MEGANE """"",2008-09-01,Dísel,154000,Sjálfskipting,490000,10.835616438356164
RENAULT MEGANE,2007-09-01,Bensín,146000,Sjálfskipting,490000,11.838356164383562
RENAULT MEGANE,2008-02-01,Bensín,149000,Beinskipting,490000,11.419178082191781
SKODA OCTAVIA,2007-08-01,Dísel,263000,Sjálfskipting,490000,11.923287671232877
SKODA OCTAVIA COMBI AMBIENTE,2006-01-01,Bensín,335000,Beinskipting,490000,13.504109589041096
SKODA OCTAVIA TURBO,2005-09-01,Bensín,231000,Beinskipting,490000,13.838356164383562
SKODA OCTAVIA,2007-05-01,Dísel,256000,Beinskipting,490000,12.175342465753424
SKODA SUPERB,2004-11-01,Bensín,229000,Sjálfskipting,490000,14.67123287671233
SSANGYONG REXTON,2004-10-01,Dísel,208000,Sjálfskipting,490000,14.756164383561643
SSANGYONG REXTON,2004-01-01,Bensín,196000,Sjálfskipting,490000,15.506849315068493
SUBARU FORESTER,2003-11-01,Bensín,207000,Sjálfskipting,490000,15.673972602739726
SUBARU LEGACY,2004-11-01,Bensín,260000,Sjálfskipting,490000,14.67123287671233
SUBARU LEGACY,2008-04-01,Bensín,370000,Sjálfskipting,490000,11.254794520547945
SUBARU FORESTER,2005-10-01,Bensín/Metan,190000,Sjálfskipting,490000,13.756164383561643
SUZUKI SWIFT GL,2009-06-01,Bensín,144000,Beinskipting,490000,10.087671232876712
SUZUKI GRAND VITARA,2003-05-01,Bensín,230000,Sjálfskipting,490000,16.17808219178082
SUZUKI JIMNY,2010-06-01,Bensín,240000,Beinskipting,490000,9.087671232876712
TOYOTA RAV4,2000-07-01,Bensín,329000,Beinskipting,490000,19.01095890410959
TOYOTA COROLLA,2005-02-01,Bensín,108000,Sjálfskipting,490000,14.419178082191781
TOYOTA YARIS T-SPORT,2001-07-01,Bensín,215000,Beinskipting,490000,18.01095890410959
TOYOTA YARIS,2008-03-01,Bensín,185000,Beinskipting,490000,11.33972602739726
TOYOTA COROLLA H/B TERRA,2006-08-01,Dísel,215000,Beinskipting,490000,12.923287671232877
TOYOTA YARIS,2008-03-01,Bensín,185000,Beinskipting,490000,11.33972602739726
TOYOTA AVENSIS S/D SOL,2006-03-01,Bensín,237000,Beinskipting,490000,13.342465753424657
TOYOTA AVENSIS SOL,2006-03-01,Bensín,196000,Sjálfskipting,490000,13.342465753424657
TOYOTA COROLLA H/B,2006-06-01,Bensín,164000,Beinskipting,490000,13.09041095890411
TOYOTA COROLLA W/G TERRA,2006-05-01,Bensín,160000,Beinskipting,490000,13.175342465753424
TOYOTA COROLLA,2006-09-01,Bensín,150000,Beinskipting,490000,12.838356164383562
TOYOTA YARIS SOL,2008-03-01,Bensín,185000,Beinskipting,490000,11.33972602739726
TOYOTA YARIS SOL,2004-07-01,Bensín,145000,Sjálfskipting,490000,15.008219178082191
TOYOTA RAV4,2002-03-01,Bensín,221000,Beinskipting,490000,17.345205479452055
TOYOTA YARIS,2011-05-01,Bensín,144000,Beinskipting,490000,8.172602739726027
TOYOTA AVENSIS,2006-09-01,Dísel,308000,Beinskipting,490000,12.838356164383562
TOYOTA RAV4,2002-04-01,Bensín,272000,Beinskipting,490000,17.26027397260274
TOYOTA YARIS LIVE,2006-04-01,Bensín,155000,Beinskipting,490000,13.257534246575343
TOYOTA AVENSIS W/G SOL,2005-08-01,Bensín,320000,Sjálfskipting,490000,13.923287671232877
TOYOTA RAV4,2005-07-01,Bensín,173000,Beinskipting,490000,14.008219178082191
TOYOTA PREVIA,2002-10-01,Bensín,262000,Sjálfskipting,490000,16.75890410958904
TOYOTA PREVIA,2004-03-01,Bensín,236000,Sjálfskipting,490000,15.342465753424657
TOYOTA RAV4,2004-04-01,Bensín,180000,Beinskipting,490000,15.257534246575343
TOYOTA RAV4,2000-12-01,Bensín,244000,Beinskipting,490000,18.59178082191781
TOYOTA RAV4,2004-12-01,Bensín,193000,Beinskipting,490000,14.58904109589041
TOYOTA RAV4,2000-07-01,Bensín,320000,Beinskipting,490000,19.01095890410959
TOYOTA YARIS,2006-06-01,Bensín,236000,Sjálfskipting,490000,13.09041095890411
VW TOUAREG,2003-11-01,Bensín,255000,Sjálfskipting,490000,15.673972602739726
VW GOLF,2005-05-01,Bensín,120000,Beinskipting,490000,14.175342465753424
VW PASSAT,2007-06-01,Bensín,197000,Sjálfskipting,490000,12.09041095890411
VW BORA,2005-04-01,Bensín,160000,Beinskipting,490000,14.257534246575343
VW BORA,2003-03-01,Bensín,137000,Sjálfskipting,490000,16.345205479452055
VW GOLF,2004-03-01,Bensín,195000,Sjálfskipting,490000,15.342465753424657
VW POLO COMFORTLINE,2007-06-01,Bensín,114000,Beinskipting,490000,12.09041095890411
VW BORA,2005-04-01,Bensín,155000,Beinskipting,490000,14.257534246575343
VW PASSAT,2004-12-01,Bensín,235000,Beinskipting,490000,14.58904109589041
VW GOLF TRENDLINE,2006-01-01,Bensín,157000,Beinskipting,490000,13.504109589041096
VW FOX,2008-02-01,Bensín,129000,Beinskipting,490000,11.419178082191781
VW BORA,2003-09-01,Bensín,181000,Beinskipting,490000,15.841095890410958
VW BORA 8VI,2003-06-01,Bensín,203000,Beinskipting,490000,16.09315068493151
VW FOX BASICLINE,2007-02-01,Dísel,193000,Beinskipting,490000,12.419178082191781
VW BORA,2005-04-01,Bensín,152000,Beinskipting,490000,14.257534246575343
VW CADDY,2007-11-01,Bensín/Metan,98000,Beinskipting,495000,11.67123287671233
BMW 3 316 I,2001-09-01,Bensín,262000,Sjálfskipting,499000,17.84109589041096
FORD EXPEDITION EDDIE BAUER V8,2000-08-01,Bensín,306000,Sjálfskipting,499000,18.926027397260274
FORD EXPLORER LTD,2005-05-01,Bensín,271000,Sjálfskipting,499000,14.175342465753424
HYUNDAI I10,2012-05-01,Bensín,114000,Beinskipting,499000,7.16986301369863
HYUNDAI I10,2011-06-01,Bensín,140000,Beinskipting,499000,8.087671232876712
KIA SORENTO,2004-09-01,Bensín,175000,Sjálfskipting,499000,14.838356164383562
MERCEDES-BENZ E 220 CDI,2004-05-01,Dísel,366000,Sjálfskipting,499000,15.175342465753424
SUBARU LEGACY,2005-02-01,Bensín,251000,Sjálfskipting,499000,14.419178082191781
TOYOTA RAV4,2000-07-01,Bensín,320000,Beinskipting,499000,19.01095890410959
TOYOTA YARIS,2006-05-01,Dísel,198000,Beinskipting,499000,13.175342465753424
TOYOTA COROLLA,2006-01-01,Bensín,122000,Beinskipting,499000,13.504109589041096
TOYOTA AYGO,2008-01-01,Dísel,147000,Beinskipting,499000,11.504109589041096
VW POLO,2010-07-01,Bensín,194000,Beinskipting,499000,9.005479452054795
VW GOLF COMFORTLINE,1998-05-01,Bensín,52000,Sjálfskipting,499000,21.18082191780822
CHRYSLER 300M,2005-05-01,Bensín,165000,Sjálfskipting,500000,14.175342465753424
FORD ESCAPE XLS 4DR,2007-07-01,Bensín,148000,Sjálfskipting,500000,12.008219178082191
MITSUBISHI LANCER STATION,2006-03-01,Bensín,164000,Sjálfskipting,500000,13.342465753424657
PEUGEOT 407 SW/ST-3.0 V6 PANORAMA,2005-10-01,Bensín,196000,Sjálfskipting,500000,13.756164383561643
SUZUKI GRAND VITARA XL-7,2003-11-01,Bensín,196000,Sjálfskipting,500000,15.673972602739726
TOYOTA RAV4,2003-02-01,Bensín,160000,Sjálfskipting,500000,16.421917808219177
VW PASSAT,2006-01-01,Bensín,213000,Beinskipting,500000,13.504109589041096
VW GOLF,2007-06-01,Bensín,187000,Beinskipting,500000,12.09041095890411
HYUNDAI SANTA FE,2005-08-01,Dísel,225000,Sjálfskipting,520000,13.923287671232877
SUZUKI LIANA,2005-04-01,Bensín,62000,Beinskipting,520000,14.257534246575343
SUZUKI LIANA,2005-04-01,Bensín,62000,Beinskipting,520000,14.257534246575343
CHEVROLET TAHOE LS,1999-01-01,Bensín,155000,Sjálfskipting,525000,20.50958904109589
BMW 3,2003-10-01,Bensín,179000,Beinskipting,530000,15.758904109589041
MITSUBISHI OUTLANDER,2004-07-01,Bensín,162000,Sjálfskipting,530000,15.008219178082191
PEUGEOT 206+,2012-06-01,Bensín,99000,Beinskipting,530000,7.0849315068493155
VW PASSAT,2007-03-01,Bensín,209000,Sjálfskipting,530000,12.342465753424657
HYUNDAI TUCSON,2005-04-01,Bensín,137000,Sjálfskipting,540000,14.257534246575343
SKODA FABIA,2007-03-01,Bensín,160000,Beinskipting,540000,12.342465753424657
BMW 5 520 D,2001-07-01,Dísel,287000,Beinskipting,550000,18.01095890410959
CHEVROLET SPARK,2013-07-01,Bensín,76000,Beinskipting,550000,6.002739726027397
CHEVROLET AVEO LT,2012-05-01,Bensín,146000,Beinskipting,550000,7.16986301369863
FIAT STILO DYNAMIC,2006-01-01,Bensín,95000,Beinskipting,550000,13.504109589041096
HONDA HR-V,2004-03-01,Bensín,185000,Sjálfskipting,550000,15.342465753424657
KIA RIO,2006-11-01,Bensín,123000,Sjálfskipting,550000,12.67123287671233
KIA SORENTO EX,2005-07-01,Dísel,246000,Sjálfskipting,550000,14.008219178082191
KIA RIO,2008-11-01,Dísel,143000,Beinskipting,550000,10.668493150684931
KIA SORENTO,2003-06-01,Bensín,171000,Sjálfskipting,550000,16.09315068493151
MAZDA 3,2008-09-01,Bensín,160000,Sjálfskipting,550000,10.835616438356164
MAZDA 5,2007-09-01,Bensín,179000,Beinskipting,550000,11.838356164383562
PEUGEOT 206+,2012-06-01,Bensín,97000,Beinskipting,550000,7.0849315068493155
PEUGEOT 206+,2012-06-01,Bensín,112000,Beinskipting,550000,7.0849315068493155
PEUGEOT 308,2011-01-01,Dísel,195000,Beinskipting,550000,8.501369863013698
PEUGEOT 407,2005-10-01,Bensín,192000,Sjálfskipting,550000,13.756164383561643
RENAULT KANGOO,2011-03-01,Dísel,107000,Beinskipting,550000,8.33972602739726
RENAULT KANGOO,2008-02-01,Bensín,215000,Beinskipting,550000,11.419178082191781
RENAULT MEGANE SCENIC,2005-07-01,Bensín,157000,Beinskipting,550000,14.008219178082191
SKODA FABIA,2011-06-01,Bensín,88000,Beinskipting,550000,8.087671232876712
SKODA OCTAVIA AMBIENTE,2006-03-01,Dísel,322000,Sjálfskipting,550000,13.342465753424657
SUBARU LEGACY,2006-07-01,Bensín,149000,Sjálfskipting,550000,13.008219178082191
SUZUKI LIANA,2005-05-01,Bensín,56000,Beinskipting,550000,14.175342465753424
SUZUKI JIMNY JLX,2007-06-01,Bensín,186000,Beinskipting,550000,12.09041095890411
TOYOTA COROLLA VERSO 1.8,2006-03-01,Bensín,227000,Beinskipting,550000,13.342465753424657
TOYOTA RAV4,2002-03-01,Bensín,145000,Sjálfskipting,550000,17.345205479452055
TOYOTA RAV4,2005-07-01,Bensín,172000,Beinskipting,550000,14.008219178082191
TOYOTA YARIS H/B SOL DID,2007-12-01,Dísel,168000,Beinskipting,550000,11.58904109589041
TOYOTA AVENSIS S/D SOL,2004-07-01,Bensín,260000,Sjálfskipting,550000,15.008219178082191
TOYOTA RAV4,2005-02-01,Bensín,271000,Beinskipting,550000,14.419178082191781
TOYOTA LAND CRUISER 90,1999-01-01,Dísel,403000,Sjálfskipting,550000,20.50958904109589
TOYOTA YARIS,2005-09-01,Bensín,169000,Beinskipting,550000,13.838356164383562
VOLVO V50,2005-06-01,Dísel,242000,Beinskipting,550000,14.09041095890411
VW TOUAREG,2004-01-01,Bensín,174000,Sjálfskipting,550000,15.506849315068493
VW GOLF,2007-05-01,Bensín,138000,Beinskipting,550000,12.175342465753424
VW GOLF CABRIOLET,1995-06-01,Bensín,270000,Beinskipting,550000,24.0986301369863
VW POLO,2007-06-01,Bensín,160000,Beinskipting,550000,12.09041095890411
VW GOLF,2007-06-01,Bensín,148000,Beinskipting,550000,12.09041095890411
VW GOLF HIGHLINE,2003-06-01,Bensín,170000,Sjálfskipting,550000,16.09315068493151
KIA RIO SPORT,2006-06-01,Bensín,207000,Beinskipting,560000,13.09041095890411
SKODA OCTAVIA AMBIENTE COMBI,2006-02-01,Bensín,186000,Beinskipting,560000,13.419178082191781
CHEVROLET LACETTI,2011-01-01,Bensín,125000,Beinskipting,570000,8.501369863013698
KIA CEED WAGON,2011-06-01,Dísel,283000,Sjálfskipting,570000,8.087671232876712
MITSUBISHI PAJERO STW,1987-11-01,Bensín,242000,Beinskipting,570000,31.684931506849313
OPEL ASTRA,2008-01-01,Bensín,100000,Beinskipting,570000,11.504109589041096
RENAULT KANGOO,2008-02-01,Bensín,210000,Beinskipting,570000,11.419178082191781
RENAULT MEGANE BERLINE,2004-09-01,Bensín,105000,Sjálfskipting,570000,14.838356164383562
SUBARU LEGACY,2005-04-01,Bensín,246000,Sjálfskipting,570000,14.257534246575343
SUZUKI JIMNY JLX,1998-11-01,Bensín,130000,Beinskipting,570000,20.676712328767124
SUZUKI SWIFT,2010-05-01,Bensín,133000,Beinskipting,570000,9.172602739726027
TOYOTA AVENSIS WG SOL,2006-05-01,Bensín,255000,Sjálfskipting,570000,13.175342465753424
CHEVROLET SPARK,2012-05-01,Bensín,103000,Beinskipting,580000,7.16986301369863
KIA SORENTO,2006-03-01,Bensín,210000,Sjálfskipting,580000,13.342465753424657
KIA CEED,2009-07-01,Dísel,153000,Beinskipting,580000,10.005479452054795
KIA SORENTO,2005-06-01,Bensín,182000,Beinskipting,580000,14.09041095890411
MAZDA 6,2008-01-01,Bensín,189000,Beinskipting,580000,11.504109589041096
NISSAN MICRA,2005-10-01,Bensín,158000,Beinskipting,580000,13.756164383561643
PEUGEOT 407 SW 2.0I,2005-03-01,Bensín,185000,Sjálfskipting,580000,14.342465753424657
RENAULT KANGOO,2008-02-01,Bensín,210000,Beinskipting,580000,11.419178082191781
RENAULT KANGOO,2008-02-01,Bensín,212000,Beinskipting,580000,11.419178082191781
SUBARU LEGACY,2005-11-01,Bensín,220000,Sjálfskipting,580000,13.67123287671233
TOYOTA AURIS,2008-06-01,Bensín,172000,Beinskipting,580000,11.087671232876712
TOYOTA COROLLA WAGON,2007-01-01,Bensín,212000,Beinskipting,580000,12.504109589041096
VW PASSAT COMFORTLINE,2004-05-01,Bensín,190000,Sjálfskipting,580000,15.175342465753424
SUZUKI JIMNY,2012-05-01,Bensín,195000,Beinskipting,589000,7.16986301369863
SUZUKI JIMNY,2010-07-01,Bensín,215000,Beinskipting,589000,9.005479452054795
